division,year_clean,total_inches,state_grouped,position_grouped
III,freshman,71.0,mn,guard
III,sophomore,72.0,ca,forward
III,senior,67.0,il,guard
III,junior,64.0,ca,guard
II,freshman,70.0,ny,guard
II,sophomore,66.0,sc,guard
II,graduate student,66.0,ga,guard
II,fifth year,70.0,md,forward
II,freshman,69.0,ga,guard
II,sophomore,73.0,fl,forward
II,freshman,69.0,sc,guard
II,freshman,74.0,sc,center
II,senior,69.0,ga,guard
II,freshman,72.0,tx,forward
II,freshman,72.0,ga,center
II,freshman,70.0,tx,guard
II,fifth year,70.0,sc,guard
II,junior,77.0,wa,center
II,freshman,70.0,sc,forward
II,sophomore,73.0,sc,center
II,sophomore,72.0,ga,forward
III,sophomore,68.0,ny,guard
III,senior,65.0,ny,guard
III,sophomore,68.0,ny,guard
III,senior,67.0,ny,forward
III,sophomore,65.0,other,guard
III,senior,72.0,ny,forward
III,sophomore,67.0,ny,guard
III,sophomore,69.0,ny,forward
III,junior,69.0,ny,guard
III,senior,66.0,ny,guard
III,sophomore,74.0,ny,forward
III,junior,70.0,ny,guard
III,sophomore,65.0,ny,guard
I,graduate student,68.0,fl,guard
I,sophomore,67.0,oh,guard
I,freshman,67.0,il,guard
I,junior,69.0,tx,guard
I,junior,64.0,tx,guard
I,senior,69.0,fl,guard
I,freshman,71.0,fl,guard
I,senior,70.0,la,forward
I,junior,73.0,fl,forward
I,senior,73.0,la,forward
I,junior,76.0,ar,forward
I,sophomore,71.0,tx,guard
I,junior,71.0,tx,forward
I,graduate student,71.0,tx,forward
III,senior,69.0,wa,guard
III,freshman,73.0,ca,forward
III,senior,63.0,or,guard
III,senior,65.0,wa,guard
III,senior,69.0,wa,guard
III,junior,68.0,or,guard
III,junior,69.0,ca,guard
III,sophomore,67.0,ca,guard
III,junior,72.0,ca,guard
III,junior,63.0,or,guard
III,freshman,69.0,wa,guard
III,senior,69.0,wa,guard
III,sophomore,69.0,or,guard
III,sophomore,70.0,ca,forward
II,graduate student,66.0,wi,guard
II,freshman,65.0,ma,guard
II,senior,67.0,in,guard
II,sophomore,68.0,me,guard
II,freshman,74.0,ma,forward
II,junior,67.0,ct,guard
II,junior,68.0,me,guard
II,freshman,71.0,international,forward
II,sophomore,72.0,ma,forward
II,senior,74.0,ma,forward
II,freshman,70.0,nj,forward
II,freshman,72.0,ny,forward
II,junior,72.0,me,guard
II,freshman,72.0,az,forward
II,sophomore,70.0,ma,forward
II,freshman,68.0,ny,guard
II,sophomore,65.0,ny,guard
II,sophomore,67.0,nj,guard
II,freshman,73.0,ny,forward
II,freshman,69.0,ny,guard
II,graduate student,66.0,ny,guard
II,sophomore,72.0,ny,center
II,senior,67.0,ny,guard
II,sophomore,68.0,ny,guard
II,freshman,72.0,ny,forward
II,sophomore,69.0,ny,guard
II,freshman,76.0,ny,center
II,junior,73.0,ny,forward
II,freshman,73.0,ny,center
II,freshman,72.0,mn,forward
II,freshman,72.0,mo,forward
II,junior,71.0,ok,forward
II,freshman,72.0,il,guard
II,senior,66.0,international,guard
II,senior,69.0,il,forward
II,junior,70.0,mo,guard
II,sophomore,69.0,il,guard
II,freshman,68.0,mn,guard
II,freshman,70.0,mo,guard
II,junior,68.0,ia,guard
II,senior,66.0,other,guard
II,junior,65.0,other,guard
II,senior,72.0,il,forward
III,junior,65.0,nj,guard
III,sophomore,67.0,nj,guard
III,sophomore,67.0,nj,guard
III,sophomore,68.0,nj,guard
III,freshman,68.0,nj,forward
III,sophomore,65.0,nj,guard
III,sophomore,67.0,nj,guard
III,sophomore,66.0,nj,guard
III,sophomore,68.0,nj,forward
III,sophomore,73.0,nj,center
III,sophomore,67.0,nj,forward
III,sophomore,66.0,nj,guard
III,sophomore,71.0,nj,forward
III,sophomore,66.0,nj,guard
III,freshman,64.0,nc,guard
III,freshman,73.0,va,forward
III,freshman,70.0,va,guard
III,senior,68.0,va,guard
III,sophomore,67.0,ct,guard
III,senior,67.0,md,guard
III,junior,69.0,va,guard
III,freshman,69.0,pa,guard
III,sophomore,74.0,va,forward
III,sophomore,64.0,md,guard
III,junior,67.0,va,guard
III,freshman,73.0,va,forward
III,freshman,71.0,nc,forward
III,junior,74.0,va,forward
III,senior,64.0,va,guard
III,sophomore,70.0,va,guard
III,sophomore,72.0,va,forward
III,graduate student,62.0,va,guard
III,freshman,72.0,va,forward
III,senior,67.0,va,guard
III,freshman,63.0,va,guard
III,junior,68.0,va,guard
III,sophomore,70.0,va,guard
III,senior,68.0,va,guard
III,sophomore,68.0,va,guard
III,freshman,70.0,va,forward
III,sophomore,66.0,va,guard
III,sophomore,75.0,va,center
III,sophomore,64.0,va,guard
III,junior,68.0,va,forward
III,senior,66.0,va,guard
III,sophomore,66.0,international,guard
III,sophomore,74.0,va,center
III,senior,69.0,va,forward
III,freshman,72.0,va,center
III,junior,64.0,ca,guard
III,freshman,66.0,or,guard
III,senior,73.0,ca,center
III,freshman,63.0,ca,guard
III,graduate student,65.0,ca,guard
III,freshman,68.0,ca,guard
III,freshman,67.0,wa,guard
III,freshman,70.0,co,forward
III,freshman,68.0,ca,guard
III,graduate student,70.0,ca,guard
III,freshman,69.0,wa,guard
III,freshman,70.0,wa,forward
III,freshman,75.0,ca,center
III,sophomore,71.0,co,forward
III,graduate student,71.0,ma,forward
III,junior,70.0,ca,forward
II,sophomore,68.0,ca,guard
II,senior,74.0,co,forward
II,junior,70.0,tx,guard
II,senior,72.0,co,forward
II,graduate student,67.0,wa,guard
II,junior,72.0,il,guard
II,junior,72.0,wi,forward
II,senior,69.0,ne,guard
II,senior,72.0,co,guard
II,junior,74.0,co,forward
II,freshman,66.0,ks,guard
II,freshman,68.0,ks,guard
II,graduate student,73.0,il,forward
II,freshman,72.0,co,guard
III,freshman,68.0,ma,forward
III,freshman,64.0,nj,guard
III,freshman,64.0,nh,guard
III,freshman,69.0,other,forward
III,sophomore,65.0,ma,guard
III,junior,64.0,ct,guard
III,freshman,63.0,ma,guard
III,freshman,67.0,ma,guard
III,graduate student,70.0,ma,forward
III,senior,71.0,ct,forward
III,senior,69.0,ma,guard
III,freshman,71.0,ma,forward
III,senior,64.0,other,guard
III,senior,69.0,other,forward
III,sophomore,66.0,ct,guard
III,freshman,70.0,ct,guard
III,sophomore,73.0,nh,forward
III,sophomore,68.0,other,guard
III,freshman,69.0,nh,guard
III,sophomore,66.0,other,guard
III,sophomore,67.0,nj,forward
III,senior,71.0,ma,center
III,senior,66.0,ma,guard
III,sophomore,66.0,tn,guard
III,sophomore,64.0,ga,guard
III,freshman,73.0,tn,forward
III,freshman,66.0,al,guard
III,freshman,67.0,ar,guard
III,senior,64.0,tn,guard
III,senior,73.0,fl,forward
III,freshman,70.0,tx,guard
III,freshman,68.0,la,guard
III,freshman,68.0,nj,guard
III,freshman,65.0,tx,guard
III,senior,72.0,tn,center
III,junior,71.0,ar,forward
III,junior,67.0,la,guard
III,freshman,72.0,tx,forward
III,sophomore,63.0,wi,guard
III,freshman,66.0,wi,guard
III,sophomore,67.0,wi,guard
III,senior,61.0,wi,guard
III,sophomore,69.0,il,guard
III,freshman,68.0,wi,guard
III,sophomore,67.0,wi,guard
III,freshman,68.0,wi,guard
III,senior,70.0,wi,guard
III,fifth year,70.0,wi,center
III,senior,71.0,wi,forward
III,junior,67.0,il,guard
III,junior,70.0,wi,guard
III,senior,69.0,il,guard
III,senior,68.0,wi,forward
III,junior,70.0,wi,guard
III,freshman,70.0,wi,forward
III,sophomore,70.0,wi,guard
III,sophomore,66.0,wi,guard
III,graduate student,72.0,co,center
III,junior,72.0,wi,forward
III,freshman,68.0,wi,guard
III,freshman,68.0,wi,forward
III,sophomore,63.0,ny,guard
III,sophomore,65.0,ny,guard
III,sophomore,59.0,ny,guard
III,freshman,66.0,ny,guard
III,freshman,68.0,ny,forward
III,sophomore,66.0,ny,forward
III,sophomore,67.0,ny,center
III,sophomore,66.0,nj,guard
III,sophomore,67.0,ny,guard
III,senior,66.0,va,guard
III,sophomore,66.0,oh,guard
III,senior,69.0,nj,guard
III,senior,67.0,pa,guard
III,freshman,71.0,md,forward
III,junior,70.0,ct,guard
III,junior,67.0,va,guard
III,junior,70.0,ny,guard
III,sophomore,70.0,ca,forward
III,freshman,70.0,ct,guard
III,freshman,69.0,mi,guard
III,senior,69.0,pa,guard
III,sophomore,67.0,nj,guard
III,graduate student,72.0,ny,forward
III,freshman,72.0,ny,forward
III,junior,72.0,ca,forward
III,freshman,74.0,pa,forward
III,senior,72.0,ny,forward
III,sophomore,63.0,az,guard
III,sophomore,61.0,il,guard
III,freshman,64.0,il,guard
III,junior,69.0,il,center
III,junior,70.0,il,guard
III,junior,66.0,il,guard
III,sophomore,69.0,il,forward
III,freshman,69.0,mo,guard
III,junior,65.0,il,guard
III,junior,65.0,il,guard
III,freshman,65.0,il,guard
III,junior,65.0,il,guard
III,freshman,70.0,il,center
III,junior,67.0,il,guard
III,freshman,70.0,co,forward
III,freshman,66.0,il,guard
III,freshman,65.0,il,guard
III,freshman,69.0,il,guard
III,sophomore,70.0,il,forward
III,sophomore,69.0,il,forward
III,sophomore,63.0,il,guard
III,freshman,68.0,ma,guard
III,freshman,72.0,ct,guard
III,junior,70.0,ma,guard
III,freshman,69.0,ma,guard
III,freshman,67.0,ma,guard
III,senior,68.0,ma,forward
III,senior,72.0,nh,forward
III,freshman,71.0,ct,forward
III,senior,69.0,ma,guard
III,senior,66.0,nh,guard
III,freshman,67.0,ma,guard
III,sophomore,67.0,ma,guard
III,junior,68.0,ma,guard
III,senior,71.0,ct,guard
III,sophomore,66.0,ma,guard
II,sophomore,64.0,fl,guard
II,senior,64.0,tx,guard
II,junior,67.0,fl,guard
II,freshman,67.0,fl,guard
II,freshman,67.0,international,guard
II,freshman,70.0,fl,guard
II,sophomore,67.0,fl,guard
II,sophomore,66.0,nc,guard
II,junior,67.0,fl,guard
II,sophomore,71.0,tx,forward
II,sophomore,71.0,fl,forward
II,sophomore,71.0,tx,forward
II,junior,69.0,nc,guard
II,senior,74.0,international,forward
II,sophomore,72.0,international,forward
II,sophomore,72.0,other,forward
III,senior,66.0,in,guard
III,junior,65.0,oh,guard
III,sophomore,70.0,ca,guard
III,freshman,68.0,international,guard
III,freshman,70.0,il,forward
III,junior,72.0,ca,forward
III,freshman,70.0,tx,forward
III,senior,71.0,va,forward
III,senior,70.0,in,forward
III,senior,63.0,nj,guard
III,senior,67.0,nj,guard
III,senior,70.0,nj,forward
III,sophomore,64.0,ma,guard
III,senior,63.0,nj,guard
III,freshman,63.0,nj,guard
III,freshman,69.0,nj,forward
III,junior,69.0,nj,forward
III,senior,63.0,nj,guard
III,freshman,67.0,pa,guard
III,junior,65.0,nj,guard
III,freshman,69.0,nj,forward
III,junior,70.0,nj,forward
III,sophomore,68.0,nj,forward
II,sophomore,68.0,mi,guard
II,senior,71.0,wi,guard
II,freshman,68.0,pa,guard
II,senior,68.0,mi,guard
II,freshman,67.0,mi,guard
II,senior,71.0,wi,forward
II,junior,70.0,or,forward
II,freshman,73.0,mi,forward
II,freshman,70.0,in,guard
II,sophomore,72.0,mi,guard
II,senior,70.0,mi,guard
II,senior,68.0,me,guard
II,freshman,70.0,ny,guard
II,senior,65.0,international,guard
II,sophomore,66.0,va,guard
II,freshman,70.0,nj,guard
II,junior,70.0,ny,guard
II,senior,72.0,ct,forward
II,junior,72.0,ma,guard
II,junior,68.0,ct,guard
II,junior,70.0,nj,guard
II,sophomore,74.0,ny,forward
II,freshman,68.0,nj,guard
II,sophomore,73.0,ma,forward
III,senior,63.0,mn,guard
III,sophomore,70.0,mn,forward
III,junior,66.0,mn,guard
III,senior,62.0,ia,guard
III,freshman,66.0,mn,guard
III,sophomore,67.0,wi,other
III,senior,70.0,mn,guard
III,sophomore,70.0,wi,other
III,junior,72.0,mn,forward
III,junior,67.0,mn,guard
III,freshman,68.0,mn,other
III,sophomore,70.0,mn,other
III,freshman,69.0,wi,forward
III,freshman,69.0,mn,other
III,junior,68.0,mn,other
III,senior,71.0,co,center
III,freshman,66.0,wi,guard
III,sophomore,67.0,wi,forward
III,sophomore,64.0,mn,guard
III,sophomore,71.0,mn,forward
III,fifth year,67.0,wi,guard
III,sophomore,70.0,mn,forward
III,junior,66.0,mn,guard
III,freshman,71.0,wi,forward
III,freshman,69.0,wi,forward
III,senior,68.0,mn,forward
III,freshman,72.0,wi,forward
III,freshman,69.0,mn,guard
III,freshman,66.0,mn,guard
III,fifth year,70.0,mn,forward
III,freshman,65.0,wi,guard
III,freshman,72.0,wi,center
II,senior,66.0,mn,guard
II,junior,66.0,wi,guard
II,freshman,67.0,mn,guard
II,freshman,69.0,wi,guard
II,freshman,73.0,mn,forward
II,junior,69.0,mn,guard
II,junior,67.0,ar,guard
II,senior,68.0,mn,guard
II,fifth year,66.0,mn,guard
II,junior,72.0,wi,forward
II,junior,70.0,wi,forward
II,freshman,73.0,wi,forward
II,freshman,72.0,mn,forward
II,fifth year,71.0,mn,forward
I,junior,67.0,oh,guard
I,freshman,70.0,oh,forward
I,sophomore,76.0,ga,center
I,graduate student,72.0,ny,forward
I,graduate student,68.0,in,guard
I,sophomore,66.0,wa,guard
I,freshman,65.0,al,guard
I,sophomore,69.0,ks,guard
I,junior,72.0,mi,forward
I,junior,72.0,tx,forward
I,freshman,70.0,in,guard
I,junior,65.0,al,guard
I,freshman,66.0,ks,guard
I,junior,73.0,ga,center
I,freshman,72.0,oh,center
III,freshman,65.0,mn,guard
III,sophomore,68.0,mn,guard
III,sophomore,68.0,wi,guard
III,sophomore,65.0,mn,guard
III,sophomore,68.0,mn,guard
III,sophomore,69.0,ia,forward
III,sophomore,66.0,mn,guard
III,junior,69.0,mn,guard
III,sophomore,72.0,mn,forward
III,freshman,69.0,mn,guard
III,senior,69.0,mn,forward
III,freshman,69.0,mn,forward
III,sophomore,70.0,mn,forward
III,sophomore,66.0,ny,guard
III,sophomore,66.0,ny,guard
III,sophomore,66.0,ny,guard
III,freshman,67.0,ny,guard
III,sophomore,68.0,ny,guard
III,sophomore,66.0,ny,guard
III,freshman,64.0,ny,guard
III,sophomore,69.0,ny,guard
III,senior,73.0,ny,forward
III,sophomore,69.0,ny,guard
III,junior,70.0,ny,forward
III,senior,69.0,ny,guard
III,freshman,70.0,ny,guard
III,freshman,68.0,ny,guard
III,freshman,71.0,pa,guard
III,freshman,65.0,oh,guard
III,junior,65.0,ny,guard
III,junior,68.0,other,guard
III,senior,66.0,other,guard
III,freshman,67.0,nc,guard
III,junior,67.0,ny,guard
III,junior,74.0,ny,forward
III,freshman,70.0,ma,guard
III,senior,69.0,nj,guard
III,freshman,68.0,ny,guard
III,junior,64.0,ct,guard
III,junior,68.0,ny,guard
III,freshman,64.0,pa,guard
III,freshman,68.0,ma,guard
III,senior,74.0,ny,forward
III,freshman,73.0,me,forward
II,senior,68.0,nj,guard
II,junior,67.0,ma,guard
II,junior,70.0,fl,guard
II,senior,69.0,wi,guard
II,junior,73.0,international,forward
II,sophomore,67.0,fl,guard
II,sophomore,65.0,ny,guard
II,sophomore,75.0,nc,forward
II,junior,71.0,pa,forward
II,fifth year,75.0,international,forward
II,freshman,72.0,ct,guard
II,fifth year,71.0,ny,guard
II,freshman,68.0,ny,guard
II,freshman,70.0,ny,forward
II,freshman,73.0,international,forward
III,sophomore,68.0,md,guard
III,senior,64.0,mo,guard
III,junior,69.0,md,guard
III,junior,68.0,va,guard
III,sophomore,72.0,sc,forward
III,senior,68.0,md,forward
III,junior,68.0,md,forward
III,sophomore,66.0,md,guard
III,freshman,65.0,md,guard
III,freshman,64.0,md,guard
III,freshman,63.0,pa,guard
III,sophomore,68.0,wi,guard
III,sophomore,67.0,mn,guard
III,sophomore,67.0,mn,guard
III,freshman,69.0,wi,guard
III,sophomore,71.0,il,forward
III,sophomore,65.0,wi,guard
III,sophomore,67.0,mn,guard
III,freshman,64.0,wi,guard
III,senior,66.0,wi,guard
III,senior,70.0,wi,guard
III,freshman,68.0,mn,guard
III,sophomore,67.0,mn,guard
III,junior,64.0,mn,guard
III,freshman,74.0,ia,forward
III,junior,70.0,sd,forward
III,junior,72.0,mn,forward
III,freshman,64.0,wi,guard
III,junior,67.0,wi,guard
III,senior,64.0,wi,guard
III,freshman,68.0,wi,guard
III,sophomore,68.0,il,guard
III,sophomore,68.0,wi,guard
III,freshman,66.0,mi,guard
III,freshman,69.0,wi,forward
III,senior,70.0,wi,guard
III,senior,67.0,wi,guard
III,freshman,67.0,wi,guard
III,freshman,68.0,il,guard
III,senior,71.0,wi,center
III,junior,68.0,wi,guard
III,senior,67.0,wi,guard
III,junior,67.0,tx,guard
III,freshman,70.0,nj,guard
III,freshman,65.0,nj,guard
III,freshman,70.0,ny,guard
III,junior,66.0,nj,guard
III,freshman,65.0,nj,guard
III,freshman,65.0,ny,guard
III,freshman,70.0,nj,guard
III,graduate student,71.0,nj,forward
III,senior,72.0,pa,guard
III,graduate student,70.0,nj,guard
III,senior,67.0,nj,guard
III,freshman,72.0,or,forward
III,sophomore,69.0,nj,guard
III,freshman,68.0,mn,guard
III,junior,65.0,mn,guard
III,junior,71.0,mn,forward
III,freshman,69.0,mn,guard
III,sophomore,67.0,mn,guard
III,junior,72.0,mn,forward
III,junior,70.0,mn,forward
III,senior,67.0,mn,guard
III,senior,69.0,mn,guard
III,freshman,66.0,mn,guard
III,sophomore,65.0,or,guard
III,senior,71.0,mn,guard
III,senior,68.0,mn,guard
III,senior,67.0,il,guard
III,senior,73.0,mn,forward
III,senior,70.0,il,forward
III,sophomore,71.0,wi,guard
III,freshman,68.0,mn,guard
III,sophomore,69.0,mn,guard
III,junior,72.0,mn,forward
III,sophomore,72.0,mn,forward
III,freshman,64.0,ma,guard
III,senior,67.0,ia,guard
III,freshman,72.0,nj,forward
III,junior,72.0,nj,forward
III,senior,71.0,nh,forward
III,junior,64.0,ma,guard
III,freshman,68.0,other,guard
III,sophomore,69.0,nh,forward
III,sophomore,66.0,ny,guard
III,senior,70.0,other,forward
III,junior,68.0,ma,guard
III,senior,74.0,ma,center
II,sophomore,68.0,ca,guard
II,sophomore,68.0,ca,guard
II,sophomore,67.0,ca,guard
II,junior,67.0,ca,guard
II,sophomore,64.0,ca,guard
II,senior,64.0,ca,guard
II,senior,67.0,ca,guard
II,freshman,69.0,ca,guard
II,freshman,70.0,ca,forward
II,freshman,70.0,ca,guard
II,sophomore,72.0,ca,guard
II,junior,69.0,ca,forward
II,junior,75.0,ca,center
III,senior,67.0,ny,guard
III,sophomore,72.0,md,guard
III,sophomore,70.0,ny,guard
III,junior,65.0,pa,guard
III,freshman,71.0,pa,guard
III,freshman,69.0,ny,guard
III,junior,68.0,nj,guard
III,graduate student,68.0,pa,guard
III,junior,70.0,pa,forward
III,junior,69.0,nj,forward
III,junior,72.0,ny,center
III,senior,65.0,nj,guard
III,senior,75.0,nj,forward
III,junior,73.0,pa,center
III,senior,73.0,pa,forward
III,senior,72.0,pa,forward
II,sophomore,74.0,or,guard
II,freshman,72.0,or,other
II,sophomore,70.0,wa,other
II,graduate student,67.0,international,guard
II,sophomore,67.0,wa,guard
II,sophomore,67.0,wa,guard
II,freshman,75.0,or,center
II,sophomore,69.0,or,guard
II,freshman,73.0,international,other
II,fifth year,71.0,wa,guard
II,sophomore,71.0,wa,guard
II,freshman,68.0,other,other
II,fifth year,74.0,or,forward
II,sophomore,75.0,or,center
III,freshman,75.0,va,center
III,freshman,68.0,md,guard
III,junior,62.0,va,guard
III,sophomore,67.0,va,guard
III,sophomore,63.0,wv,guard
III,junior,67.0,va,guard
III,junior,64.0,md,guard
III,junior,71.0,va,forward
III,junior,65.0,va,guard
III,junior,72.0,md,forward
III,sophomore,68.0,md,guard
III,freshman,69.0,pa,guard
III,freshman,68.0,md,guard
III,junior,64.0,va,guard
III,freshman,64.0,pa,guard
III,freshman,71.0,va,forward
III,freshman,69.0,pa,guard
III,sophomore,74.0,va,forward
II,graduate student,63.0,pa,guard
II,freshman,65.0,pa,guard
II,graduate student,68.0,pa,guard
II,sophomore,70.0,pa,forward
II,sophomore,67.0,international,guard
II,freshman,69.0,va,forward
II,senior,67.0,pa,guard
II,sophomore,64.0,pa,guard
II,junior,65.0,pa,guard
II,senior,73.0,pa,forward
II,graduate student,70.0,va,guard
II,freshman,72.0,pa,forward
II,freshman,66.0,pa,guard
II,freshman,71.0,pa,forward
II,junior,70.0,international,forward
I,junior,67.0,ny,guard
I,freshman,69.0,international,guard
I,freshman,72.0,international,guard
I,freshman,68.0,ca,guard
I,sophomore,70.0,ny,guard
I,freshman,73.0,tx,forward
I,sophomore,70.0,ny,forward
I,freshman,64.0,va,guard
I,freshman,68.0,pa,guard
I,sophomore,73.0,pa,forward
I,sophomore,70.0,pa,guard
I,freshman,70.0,international,guard
I,junior,67.0,ny,guard
I,freshman,72.0,ny,forward
I,freshman,72.0,other,forward
I,senior,74.0,international,guard
III,freshman,67.0,ia,guard
III,senior,68.0,ia,guard
III,sophomore,67.0,ia,guard
III,sophomore,68.0,ia,guard
III,freshman,68.0,other,guard
III,senior,70.0,ne,guard
III,sophomore,70.0,mo,forward
III,freshman,67.0,il,guard
III,freshman,70.0,mo,guard
III,junior,68.0,ia,guard
III,freshman,71.0,ia,guard
III,freshman,72.0,ia,forward
III,sophomore,70.0,ia,forward
III,freshman,70.0,ia,forward
III,sophomore,65.0,ia,guard
III,sophomore,69.0,ia,guard
III,sophomore,72.0,ia,forward
III,senior,66.0,ia,guard
III,sophomore,70.0,tx,guard
III,sophomore,65.0,ia,guard
III,freshman,69.0,ia,guard
III,freshman,71.0,az,guard
III,junior,65.0,ia,guard
III,freshman,72.0,ia,forward
III,freshman,66.0,mo,guard
III,freshman,69.0,ia,guard
III,sophomore,71.0,nj,forward
III,freshman,69.0,ia,forward
III,freshman,67.0,mn,guard
III,sophomore,62.0,ca,guard
III,senior,66.0,ny,guard
III,junior,64.0,international,guard
III,sophomore,69.0,nh,guard
III,sophomore,65.0,ma,guard
III,sophomore,67.0,nj,guard
III,junior,71.0,other,forward
III,junior,69.0,nh,guard
III,freshman,67.0,ny,guard
III,sophomore,70.0,ma,guard
III,sophomore,73.0,pa,guard
III,freshman,73.0,ca,forward
III,freshman,64.0,ny,guard
III,sophomore,65.0,nc,guard
III,senior,71.0,az,guard
III,sophomore,68.0,ca,guard
III,freshman,67.0,mn,guard
III,junior,63.0,ca,guard
III,graduate student,66.0,ca,guard
III,graduate student,69.0,ma,forward
III,sophomore,67.0,ca,guard
III,junior,67.0,ca,guard
III,senior,69.0,international,forward
III,sophomore,72.0,pa,forward
III,senior,69.0,ma,guard
III,senior,72.0,mi,forward
III,freshman,72.0,wa,guard
III,junior,67.0,nh,guard
III,sophomore,64.0,md,guard
II,sophomore,69.0,wa,guard
II,freshman,66.0,ca,guard
II,senior,68.0,other,guard
II,senior,69.0,wa,guard
II,junior,64.0,ca,guard
II,graduate student,73.0,co,forward
II,sophomore,69.0,ca,guard
II,junior,63.0,ca,guard
II,junior,72.0,ca,forward
II,senior,66.0,or,guard
II,junior,69.0,ca,guard
II,senior,74.0,wa,forward
II,sophomore,69.0,ca,guard
II,sophomore,70.0,ca,forward
I,sophomore,67.0,la,guard
I,senior,75.0,fl,center
I,freshman,70.0,al,guard
I,freshman,73.0,al,forward
I,freshman,66.0,fl,guard
I,junior,69.0,fl,guard
I,sophomore,69.0,ga,guard
I,senior,73.0,la,forward
I,graduate student,71.0,ms,forward
I,freshman,68.0,fl,guard
I,senior,66.0,la,guard
I,sophomore,69.0,fl,guard
I,freshman,74.0,fl,forward
I,graduate student,72.0,al,forward
I,freshman,73.0,fl,center
I,freshman,68.0,ms,guard
I,sophomore,64.0,al,guard
I,junior,65.0,ga,guard
I,sophomore,72.0,ca,guard
I,senior,75.0,al,forward
I,junior,70.0,nc,guard
I,senior,71.0,mi,guard
I,sophomore,70.0,ga,guard
I,sophomore,69.0,nj,guard
I,junior,72.0,international,forward
I,freshman,64.0,sc,guard
I,sophomore,69.0,ct,guard
I,junior,68.0,sc,guard
I,freshman,69.0,wv,guard
II,freshman,65.0,pa,guard
II,sophomore,65.0,pa,guard
II,sophomore,68.0,pa,guard
II,freshman,66.0,pa,guard
II,junior,69.0,pa,forward
II,junior,69.0,pa,guard
II,sophomore,66.0,pa,guard
II,sophomore,71.0,pa,forward
II,sophomore,66.0,pa,guard
II,sophomore,69.0,ny,guard
II,freshman,72.0,nj,forward
II,freshman,69.0,pa,guard
II,sophomore,71.0,pa,forward
II,freshman,70.0,pa,forward
II,senior,70.0,pa,guard
III,senior,70.0,tn,guard
III,freshman,68.0,tn,forward
III,freshman,67.0,ga,guard
III,sophomore,66.0,sc,guard
III,freshman,64.0,tx,guard
III,freshman,69.0,tn,guard
III,junior,72.0,tn,guard
III,sophomore,64.0,ga,guard
III,sophomore,65.0,al,guard
III,freshman,68.0,ma,guard
III,graduate student,64.0,ct,guard
III,graduate student,64.0,other,guard
III,junior,65.0,other,guard
III,freshman,66.0,ny,guard
III,junior,68.0,ma,guard
III,graduate student,71.0,ma,forward
III,graduate student,71.0,ma,guard
III,freshman,70.0,ma,guard
III,junior,70.0,ma,forward
III,graduate student,72.0,ct,guard
III,sophomore,66.0,ma,guard
III,junior,70.0,nh,guard
III,sophomore,70.0,ma,forward
II,sophomore,68.0,me,guard
II,freshman,68.0,in,guard
II,freshman,68.0,international,forward
II,junior,64.0,ct,guard
II,graduate student,70.0,ct,guard
II,junior,75.0,nh,forward
II,graduate student,69.0,ct,guard
II,graduate student,66.0,ny,guard
II,freshman,68.0,ct,guard
II,junior,73.0,international,forward
II,senior,70.0,mn,guard
II,graduate student,73.0,ct,guard
II,sophomore,70.0,international,guard
II,sophomore,72.0,ca,forward
I,junior,64.0,il,guard
I,sophomore,68.0,in,guard
I,sophomore,71.0,mo,guard
I,junior,71.0,il,guard
I,sophomore,71.0,ks,forward
I,sophomore,71.0,il,forward
I,junior,68.0,wi,guard
I,sophomore,68.0,tx,guard
I,sophomore,72.0,co,forward
I,freshman,69.0,mo,guard
I,graduate student,67.0,pa,guard
I,junior,71.0,ia,forward
I,junior,74.0,il,forward
I,junior,77.0,wa,center
I,junior,74.0,ok,forward
I,senior,70.0,mi,guard
I,freshman,72.0,ar,forward
I,freshman,70.0,il,guard
I,senior,74.0,in,forward
I,freshman,71.0,il,guard
I,junior,63.0,mo,guard
I,senior,71.0,ky,guard
I,sophomore,68.0,il,guard
I,freshman,67.0,il,guard
I,freshman,73.0,mo,forward
I,sophomore,68.0,il,guard
I,freshman,70.0,il,guard
I,junior,74.0,in,forward
I,senior,66.0,mo,guard
I,sophomore,72.0,il,forward
I,sophomore,67.0,in,guard
I,sophomore,70.0,il,guard
I,junior,70.0,in,guard
I,senior,70.0,in,guard
I,senior,71.0,in,guard
I,senior,66.0,in,guard
I,junior,72.0,in,guard
I,sophomore,69.0,in,guard
I,senior,64.0,in,guard
I,junior,72.0,in,forward
I,graduate student,73.0,oh,forward
I,senior,72.0,mo,forward
I,senior,72.0,oh,forward
I,sophomore,74.0,il,forward
I,sophomore,74.0,in,center
III,junior,64.0,me,guard
III,freshman,69.0,me,guard
III,freshman,65.0,me,guard
III,sophomore,65.0,me,guard
III,freshman,71.0,international,guard
III,junior,67.0,me,guard
III,junior,68.0,me,guard
III,sophomore,72.0,me,forward
III,junior,68.0,me,guard
III,junior,64.0,nh,guard
III,sophomore,70.0,ma,center
I,junior,69.0,ut,guard
I,senior,69.0,ut,guard
I,senior,70.0,wa,guard
I,senior,75.0,ut,center
I,sophomore,67.0,international,guard
I,freshman,67.0,international,guard
I,freshman,77.0,id,center
I,junior,77.0,international,center
I,junior,68.0,wa,guard
I,freshman,67.0,ut,guard
I,junior,73.0,ut,center
I,graduate student,70.0,wa,guard
I,junior,72.0,ut,guard
