division,year_clean,total_inches,state_grouped,position_grouped
II,senior,73.0,pa,forward
II,senior,70.0,pa,guard
III,freshman,70.0,tx,forward
III,freshman,64.0,la,guard
III,senior,67.0,tx,guard
III,freshman,64.0,tx,guard
III,freshman,70.0,tx,guard
III,freshman,70.0,ar,forward
III,sophomore,72.0,ok,forward
III,sophomore,70.0,tx,forward
III,junior,69.0,tx,guard
III,freshman,70.0,tx,forward
III,graduate student,67.0,tx,guard
III,junior,67.0,tx,guard
III,junior,74.0,tx,forward
III,sophomore,67.0,tx,guard
III,freshman,70.0,ca,guard
III,junior,70.0,tx,center
III,freshman,72.0,tx,forward
III,junior,70.0,nh,forward
III,freshman,64.0,other,guard
III,sophomore,65.0,az,guard
III,freshman,68.0,nh,forward
III,sophomore,63.0,other,guard
III,junior,65.0,mo,guard
III,junior,67.0,id,guard
III,freshman,69.0,other,guard
III,senior,63.0,ca,guard
III,sophomore,70.0,tx,forward
III,sophomore,65.0,fl,guard
III,senior,67.0,ca,guard
III,senior,69.0,wi,guard
III,freshman,67.0,wi,guard
III,freshman,68.0,wi,guard
III,sophomore,67.0,il,guard
III,sophomore,64.0,il,guard
III,junior,70.0,wi,guard
III,junior,68.0,co,guard
III,senior,65.0,il,guard
III,sophomore,73.0,wi,forward
III,junior,72.0,wi,forward
III,freshman,69.0,va,guard
III,sophomore,69.0,wi,guard
III,sophomore,67.0,wi,guard
III,freshman,66.0,co,guard
III,freshman,68.0,wi,guard
III,freshman,67.0,mn,guard
III,sophomore,72.0,il,forward
I,freshman,63.0,md,guard
I,senior,67.0,ga,guard
I,freshman,71.0,nc,guard
I,freshman,65.0,az,guard
I,freshman,70.0,ca,guard
I,junior,73.0,va,forward
I,graduate student,73.0,nc,center
I,freshman,71.0,nc,guard
I,freshman,70.0,nc,guard
I,senior,68.0,international,guard
I,graduate student,67.0,sc,guard
I,senior,72.0,nc,forward
I,freshman,74.0,nc,center
I,freshman,75.0,md,forward
II,freshman,65.0,ok,guard
II,sophomore,68.0,ks,guard
II,junior,67.0,ks,guard
II,sophomore,65.0,ks,guard
II,sophomore,69.0,ks,guard
II,senior,68.0,tx,guard
II,freshman,74.0,tx,forward
II,sophomore,72.0,ks,other
II,sophomore,73.0,mo,forward
II,freshman,70.0,ok,other
II,junior,76.0,il,center
II,sophomore,68.0,ks,forward
II,sophomore,70.0,ks,guard
II,junior,70.0,tx,forward
II,junior,63.0,sc,guard
II,junior,68.0,sc,guard
II,sophomore,65.0,sc,guard
II,sophomore,63.0,sc,guard
II,junior,67.0,sc,guard
II,freshman,68.0,ga,guard
II,sophomore,64.0,ga,guard
II,senior,68.0,sc,guard
II,junior,62.0,nc,guard
II,senior,67.0,sc,guard
II,junior,74.0,sc,forward
II,sophomore,65.0,nc,guard
II,sophomore,70.0,sc,forward
II,freshman,67.0,sc,guard
II,freshman,68.0,sc,guard
II,freshman,65.0,sc,guard
II,freshman,74.0,sc,forward
II,senior,68.0,sc,forward
II,junior,67.0,sc,forward
II,freshman,74.0,sc,forward
II,freshman,74.0,sc,forward
II,sophomore,72.0,wv,guard
II,senior,66.0,wv,guard
II,freshman,67.0,oh,guard
II,graduate student,70.0,wv,guard
II,junior,70.0,pa,guard
II,junior,72.0,oh,forward
II,sophomore,68.0,wv,guard
II,freshman,64.0,wv,guard
II,freshman,70.0,international,guard
II,freshman,70.0,oh,guard
II,junior,65.0,oh,guard
II,graduate student,65.0,wv,guard
II,freshman,68.0,wv,guard
II,junior,70.0,wv,guard
II,freshman,65.0,pa,guard
II,senior,67.0,pa,guard
II,freshman,67.0,oh,guard
II,senior,68.0,oh,guard
II,sophomore,69.0,oh,guard
II,senior,74.0,oh,forward
II,sophomore,70.0,oh,guard
II,sophomore,67.0,oh,guard
II,junior,71.0,oh,guard
II,freshman,72.0,oh,forward
II,junior,72.0,oh,forward
II,senior,69.0,oh,guard
II,senior,72.0,oh,guard
II,freshman,72.0,oh,forward
II,senior,66.0,oh,guard
II,junior,63.0,other,guard
II,freshman,64.0,co,guard
II,senior,68.0,other,guard
II,sophomore,70.0,ca,guard
II,junior,72.0,ut,forward
II,senior,64.0,az,guard
II,freshman,68.0,international,guard
II,freshman,73.0,co,forward
II,sophomore,70.0,tx,guard
II,freshman,70.0,id,guard
II,sophomore,70.0,az,forward
II,senior,72.0,other,forward
II,freshman,67.0,other,guard
II,sophomore,67.0,mo,guard
II,graduate student,75.0,id,forward
II,freshman,68.0,sc,forward
II,freshman,69.0,sc,guard
II,senior,67.0,sc,guard
II,junior,64.0,nc,guard
II,junior,65.0,sc,guard
II,sophomore,69.0,ga,guard
II,sophomore,68.0,sc,guard
II,senior,73.0,sc,forward
II,sophomore,67.0,sc,guard
II,junior,66.0,sc,guard
II,junior,71.0,sc,center
II,junior,69.0,md,guard
II,freshman,66.0,me,guard
II,sophomore,70.0,va,forward
II,sophomore,69.0,md,guard
II,junior,68.0,md,guard
II,sophomore,66.0,wv,guard
II,sophomore,68.0,md,guard
II,sophomore,63.0,wv,guard
II,senior,71.0,wv,forward
II,sophomore,74.0,md,forward
II,sophomore,74.0,md,forward
II,sophomore,69.0,wv,guard
I,junior,69.0,nc,guard
I,senior,66.0,sc,guard
I,senior,65.0,nc,guard
I,senior,66.0,nc,guard
I,senior,68.0,ga,guard
I,freshman,71.0,nc,guard
I,graduate student,72.0,international,forward
I,senior,72.0,ga,forward
I,graduate student,70.0,ga,guard
I,sophomore,73.0,sc,forward
I,freshman,68.0,nc,guard
I,junior,70.0,tn,forward
I,junior,71.0,ny,guard
I,freshman,74.0,va,center
I,junior,73.0,tn,forward
III,junior,65.0,ca,guard
III,freshman,63.0,other,guard
III,sophomore,66.0,wa,guard
III,junior,69.0,other,guard
III,junior,71.0,wa,other
III,junior,70.0,wa,other
III,freshman,69.0,or,guard
III,freshman,68.0,wa,other
III,freshman,68.0,wa,guard
III,sophomore,62.0,co,guard
III,sophomore,73.0,ca,forward
III,freshman,71.0,ca,forward
III,sophomore,70.0,co,guard
III,sophomore,72.0,or,forward
III,senior,72.0,or,forward
III,freshman,64.0,ca,guard
III,junior,72.0,wa,other
II,senior,68.0,ga,guard
II,sophomore,66.0,ga,guard
II,sophomore,68.0,ga,guard
II,sophomore,72.0,ga,forward
II,sophomore,66.0,ga,guard
II,freshman,70.0,ga,guard
II,junior,66.0,ga,guard
II,sophomore,67.0,ga,guard
II,sophomore,75.0,ga,forward
II,sophomore,73.0,ga,forward
II,senior,70.0,ga,forward
II,sophomore,70.0,ga,guard
II,sophomore,68.0,ga,guard
II,freshman,67.0,ga,guard
II,junior,73.0,fl,forward
II,sophomore,71.0,ga,guard
III,sophomore,66.0,fl,guard
III,sophomore,67.0,oh,guard
III,sophomore,69.0,pa,guard
III,sophomore,67.0,fl,guard
III,freshman,63.0,pa,guard
III,sophomore,66.0,md,guard
III,freshman,69.0,pa,guard
III,freshman,67.0,pa,guard
III,freshman,64.0,md,guard
III,freshman,71.0,pa,forward
III,freshman,68.0,mi,guard
III,sophomore,72.0,md,forward
III,sophomore,70.0,pa,forward
III,freshman,69.0,pa,guard
III,freshman,68.0,fl,guard
II,junior,66.0,oh,guard
II,junior,68.0,la,guard
II,junior,65.0,fl,guard
II,sophomore,64.0,wv,guard
II,junior,66.0,fl,guard
II,senior,74.0,international,forward
II,sophomore,65.0,oh,guard
II,junior,66.0,in,guard
II,sophomore,66.0,tx,guard
II,freshman,70.0,wv,forward
II,freshman,72.0,ky,forward
II,sophomore,70.0,md,guard
II,junior,66.0,wv,guard
II,junior,68.0,ks,guard
II,junior,67.0,ok,guard
II,freshman,65.0,md,guard
II,junior,71.0,va,forward
II,fifth year,69.0,il,guard
II,sophomore,68.0,other,forward
II,senior,65.0,other,guard
II,junior,67.0,ca,guard
II,junior,65.0,il,guard
II,sophomore,66.0,il,guard
II,sophomore,75.0,international,forward
II,senior,66.0,ca,guard
II,senior,69.0,mn,guard
II,senior,68.0,other,guard
II,sophomore,74.0,other,forward
II,sophomore,69.0,other,guard
II,freshman,68.0,other,guard
II,senior,70.0,other,forward
II,senior,67.0,co,guard
III,junior,67.0,ny,guard
III,sophomore,67.0,ny,guard
III,freshman,67.0,fl,guard
III,freshman,66.0,ny,guard
III,graduate student,70.0,ny,forward
III,sophomore,68.0,ny,guard
III,senior,69.0,ny,forward
III,freshman,70.0,other,forward
III,freshman,73.0,md,forward
III,senior,69.0,ny,guard
III,sophomore,65.0,ny,guard
III,senior,68.0,ny,guard
III,sophomore,67.0,ny,guard
III,sophomore,66.0,ny,guard
III,sophomore,69.0,ny,guard
III,junior,70.0,ny,forward
III,sophomore,67.0,ny,guard
III,freshman,70.0,il,forward
III,freshman,69.0,international,forward
III,freshman,66.0,ar,guard
III,freshman,65.0,other,guard
III,senior,68.0,il,guard
III,senior,68.0,il,guard
III,sophomore,66.0,il,guard
III,senior,68.0,il,guard
III,freshman,68.0,in,forward
III,junior,69.0,international,guard
III,junior,67.0,il,guard
III,freshman,68.0,mo,forward
III,senior,71.0,il,forward
III,sophomore,68.0,il,guard
III,sophomore,67.0,mo,guard
III,freshman,72.0,il,forward
III,sophomore,70.0,ky,forward
III,freshman,67.0,ky,guard
III,junior,66.0,ky,guard
III,freshman,66.0,in,guard
III,freshman,71.0,in,forward
III,junior,64.0,in,guard
III,freshman,68.0,tn,guard
III,junior,65.0,ky,guard
III,junior,70.0,in,guard
III,freshman,66.0,in,guard
III,junior,66.0,in,guard
III,senior,70.0,in,forward
III,senior,70.0,in,forward
III,junior,67.0,in,guard
III,sophomore,65.0,in,guard
III,freshman,69.0,in,guard
III,sophomore,67.0,in,guard
III,sophomore,69.0,in,guard
III,freshman,67.0,in,guard
III,freshman,74.0,in,center
III,freshman,71.0,in,forward
III,junior,63.0,international,guard
II,freshman,63.0,ar,guard
II,senior,70.0,ok,guard
II,freshman,67.0,tn,guard
II,freshman,67.0,tx,guard
II,freshman,65.0,tn,guard
II,freshman,66.0,tx,guard
II,junior,71.0,international,guard
II,sophomore,65.0,mo,guard
II,junior,68.0,ok,guard
II,junior,72.0,international,guard
II,sophomore,68.0,ok,guard
II,freshman,71.0,ok,guard
II,freshman,70.0,tx,forward
II,junior,67.0,tx,guard
II,junior,76.0,tn,forward
II,sophomore,70.0,ar,guard
I,freshman,67.0,co,guard
I,senior,69.0,ca,guard
I,freshman,71.0,co,guard
I,senior,66.0,ca,guard
I,graduate student,69.0,ca,guard
I,graduate student,72.0,ny,guard
I,graduate student,72.0,co,guard
I,sophomore,72.0,international,guard
I,freshman,73.0,co,guard
I,sophomore,66.0,ca,guard
I,sophomore,75.0,az,center
I,freshman,68.0,ca,guard
I,junior,67.0,ca,guard
I,sophomore,72.0,ca,center
II,junior,68.0,ar,guard
II,junior,66.0,ar,guard
II,sophomore,69.0,tx,forward
II,senior,65.0,tx,guard
II,senior,71.0,ar,guard
II,freshman,70.0,ar,guard
II,junior,69.0,ok,guard
II,senior,67.0,ar,guard
II,senior,66.0,ar,guard
II,freshman,72.0,ar,forward
II,freshman,65.0,ar,guard
II,senior,64.0,fl,guard
II,senior,70.0,ar,forward
II,sophomore,71.0,tx,forward
II,sophomore,72.0,tx,forward
III,freshman,65.0,ar,guard
III,freshman,66.0,mo,guard
III,freshman,66.0,tx,guard
III,sophomore,67.0,tx,guard
III,junior,64.0,ok,guard
III,junior,74.0,mo,forward
III,freshman,71.0,mo,guard
III,freshman,66.0,ar,guard
III,freshman,66.0,ar,guard
III,junior,69.0,tx,guard
III,senior,69.0,ar,guard
III,senior,71.0,ar,forward
III,senior,69.0,ar,guard
III,freshman,75.0,ar,guard
III,freshman,74.0,ar,guard
II,junior,68.0,md,guard
II,sophomore,70.0,pa,guard
II,graduate student,67.0,nj,guard
II,freshman,66.0,ia,guard
II,junior,67.0,nj,guard
II,freshman,70.0,pa,guard
II,junior,68.0,pa,guard
II,freshman,73.0,pa,forward
II,junior,73.0,nj,center
II,freshman,68.0,pa,guard
II,junior,71.0,pa,guard
II,senior,67.0,pa,guard
II,sophomore,69.0,nj,guard
II,freshman,66.0,nc,guard
II,sophomore,64.0,sc,guard
II,freshman,67.0,fl,guard
II,junior,68.0,sc,guard
II,sophomore,71.0,ga,forward
II,sophomore,70.0,mo,guard
II,freshman,68.0,oh,guard
II,sophomore,71.0,tn,forward
II,junior,71.0,nc,forward
II,senior,63.0,ga,guard
II,freshman,72.0,il,forward
II,freshman,70.0,al,guard
II,sophomore,71.0,tn,forward
II,junior,72.0,international,forward
II,freshman,73.0,ky,center
II,freshman,72.0,tn,forward
III,junior,69.0,ca,guard
III,freshman,70.0,ca,guard
III,senior,72.0,ca,forward
III,freshman,71.0,ca,other
III,junior,68.0,ca,guard
III,senior,70.0,ca,forward
III,freshman,67.0,ca,guard
III,senior,66.0,ca,guard
III,freshman,69.0,ca,other
III,senior,69.0,ca,guard
III,sophomore,72.0,ca,forward
III,senior,70.0,ca,guard
III,sophomore,66.0,ca,guard
III,senior,72.0,ca,forward
III,freshman,76.0,ca,other
III,junior,71.0,ca,forward
III,freshman,71.0,ca,forward
III,freshman,64.0,ga,guard
III,freshman,73.0,al,guard
III,freshman,67.0,fl,guard
III,sophomore,67.0,al,guard
III,freshman,64.0,ga,guard
III,freshman,65.0,al,guard
III,sophomore,66.0,ga,guard
III,sophomore,69.0,ms,guard
III,sophomore,64.0,al,guard
III,junior,65.0,ga,guard
III,senior,68.0,al,guard
III,sophomore,67.0,al,guard
III,sophomore,64.0,ga,guard
III,sophomore,70.0,fl,forward
III,senior,65.0,ga,guard
III,freshman,66.0,al,forward
III,freshman,64.0,ga,guard
III,sophomore,66.0,al,guard
III,senior,67.0,la,guard
III,freshman,63.0,ga,guard
III,sophomore,70.0,ga,forward
III,freshman,67.0,al,guard
III,freshman,63.0,al,guard
II,freshman,66.0,mn,guard
II,freshman,66.0,tx,guard
II,sophomore,75.0,ks,forward
II,junior,71.0,il,guard
II,senior,74.0,international,forward
II,sophomore,72.0,co,guard
II,senior,68.0,co,guard
II,graduate student,72.0,co,forward
II,freshman,73.0,tx,forward
II,freshman,69.0,tx,guard
II,sophomore,68.0,other,guard
II,freshman,67.0,co,guard
II,senior,71.0,co,forward
II,graduate student,66.0,ks,guard
II,junior,67.0,other,guard
II,freshman,70.0,ut,guard
II,sophomore,71.0,co,guard
II,sophomore,71.0,co,forward
II,freshman,66.0,id,guard
II,freshman,70.0,co,forward
II,sophomore,68.0,co,guard
II,freshman,66.0,ca,guard
II,sophomore,71.0,co,forward
II,sophomore,69.0,other,guard
II,sophomore,66.0,co,guard
II,freshman,72.0,ca,forward
II,freshman,70.0,ca,guard
II,sophomore,71.0,co,forward
II,freshman,72.0,id,forward
II,freshman,71.0,co,forward
II,sophomore,70.0,ut,forward
II,senior,73.0,ok,center
II,freshman,70.0,ut,guard
I,freshman,71.0,tx,forward
I,senior,69.0,pa,guard
I,junior,69.0,ar,guard
I,freshman,68.0,va,guard
I,graduate student,69.0,nc,guard
I,senior,73.0,il,guard
I,sophomore,69.0,va,guard
I,freshman,76.0,international,center
I,junior,70.0,nc,forward
I,junior,70.0,tx,forward
I,freshman,75.0,sc,center
I,senior,69.0,in,guard
III,freshman,70.0,mo,guard
III,freshman,68.0,mo,guard
III,freshman,67.0,mo,guard
III,sophomore,67.0,mo,guard
III,junior,67.0,mo,guard
III,senior,68.0,il,guard
III,freshman,67.0,mo,guard
III,junior,66.0,il,guard
III,senior,65.0,mo,guard
III,sophomore,69.0,mo,guard
III,senior,69.0,mo,forward
III,senior,68.0,mo,guard
II,freshman,68.0,ne,guard
II,junior,68.0,ia,guard
II,fifth year,74.0,ks,forward
II,sophomore,68.0,ut,guard
II,freshman,68.0,ne,guard
II,sophomore,72.0,ne,other
II,freshman,71.0,ne,guard
II,fifth year,72.0,ia,forward
II,fifth year,71.0,sd,guard
II,freshman,67.0,ne,guard
II,junior,69.0,sd,guard
II,junior,71.0,ia,forward
II,freshman,71.0,ne,forward
II,freshman,71.0,ne,forward
II,sophomore,71.0,ia,other
II,junior,70.0,mo,guard
II,freshman,73.0,sd,forward
II,fifth year,73.0,ne,center
III,freshman,69.0,ga,guard
III,sophomore,65.0,ga,guard
III,sophomore,65.0,ga,guard
III,sophomore,67.0,al,guard
III,freshman,73.0,fl,forward
III,junior,69.0,international,guard
III,senior,66.0,ga,guard
III,sophomore,67.0,ga,guard
III,freshman,67.0,ga,guard
III,freshman,69.0,ga,guard
III,freshman,68.0,ga,guard
III,sophomore,67.0,ga,guard
III,senior,74.0,ga,forward
III,freshman,71.0,ga,forward
III,freshman,70.0,ga,forward
III,senior,74.0,ga,center
III,senior,67.0,ga,guard
III,sophomore,74.0,ga,forward
III,junior,69.0,wi,guard
III,freshman,66.0,il,guard
III,senior,69.0,in,forward
III,senior,66.0,il,guard
III,senior,66.0,wi,guard
III,senior,69.0,mi,guard
III,freshman,72.0,wi,forward
III,freshman,67.0,mi,guard
III,junior,67.0,wi,guard
III,freshman,69.0,wi,guard
III,freshman,65.0,mi,guard
III,sophomore,64.0,wi,guard
III,sophomore,67.0,mi,guard
III,freshman,65.0,wi,guard
III,freshman,68.0,wi,guard
III,junior,64.0,mi,guard
III,junior,66.0,mi,guard
III,freshman,70.0,wi,forward
III,freshman,72.0,mi,forward
III,junior,64.0,wi,guard
III,junior,71.0,wi,guard
III,senior,71.0,wi,forward
II,freshman,67.0,tn,guard
II,sophomore,66.0,md,guard
II,graduate student,66.0,nj,guard
II,senior,68.0,ga,guard
II,senior,65.0,ga,guard
II,junior,70.0,fl,forward
II,sophomore,65.0,oh,guard
II,freshman,72.0,sc,forward
II,freshman,70.0,sc,guard
II,freshman,69.0,sc,guard
II,junior,73.0,ga,forward
II,freshman,67.0,sc,guard
II,graduate student,70.0,mi,forward
II,graduate student,72.0,in,center
III,sophomore,68.0,oh,guard
III,junior,66.0,oh,guard
III,sophomore,68.0,oh,guard
III,freshman,69.0,pa,other
III,freshman,70.0,oh,center
III,junior,69.0,oh,guard
III,senior,64.0,oh,guard
III,sophomore,72.0,pa,forward
III,sophomore,72.0,pa,guard
III,junior,66.0,oh,guard
III,sophomore,68.0,oh,guard
III,senior,73.0,oh,forward
III,senior,75.0,oh,center
III,freshman,66.0,oh,guard
III,freshman,67.0,oh,forward
III,junior,73.0,oh,forward
III,sophomore,66.0,oh,guard
II,graduate student,62.0,nc,guard
II,junior,72.0,ct,guard
II,sophomore,68.0,co,guard
II,junior,75.0,fl,forward
II,graduate student,69.0,nc,guard
II,sophomore,72.0,international,guard
II,freshman,72.0,ga,forward
II,freshman,66.0,il,guard
II,senior,70.0,il,forward
II,junior,67.0,nc,guard
II,junior,66.0,va,guard
II,graduate student,72.0,in,forward
II,sophomore,74.0,nc,forward
II,graduate student,70.0,va,guard
II,junior,70.0,nc,guard
II,freshman,72.0,ok,forward
II,senior,69.0,in,guard
II,sophomore,73.0,ga,center
II,senior,65.0,sc,guard
II,junior,71.0,nc,forward
II,sophomore,68.0,sc,guard
II,sophomore,64.0,il,guard
II,junior,70.0,ga,forward
II,junior,68.0,fl,guard
II,junior,69.0,nc,guard
II,sophomore,70.0,sc,forward
II,senior,68.0,sc,guard
II,senior,73.0,fl,center
II,senior,67.0,mo,guard
II,graduate student,65.0,fl,guard
II,senior,69.0,md,guard
III,freshman,69.0,id,guard
III,freshman,68.0,id,guard
III,freshman,70.0,wa,guard
III,freshman,67.0,wa,guard
III,freshman,64.0,wa,guard
III,sophomore,62.0,wa,guard
III,senior,66.0,or,guard
III,sophomore,62.0,wa,guard
III,freshman,68.0,wa,guard
III,sophomore,66.0,or,guard
III,senior,69.0,or,forward
III,senior,72.0,wa,forward
III,senior,67.0,wa,guard
III,junior,71.0,wa,forward
III,sophomore,70.0,wa,forward
III,senior,63.0,ca,guard
III,sophomore,74.0,wa,center
III,freshman,63.0,co,guard
III,sophomore,68.0,mn,forward
III,junior,70.0,mn,forward
III,senior,65.0,mn,guard
III,sophomore,67.0,international,guard
III,junior,70.0,mn,forward
III,freshman,69.0,mn,guard
III,freshman,63.0,ma,guard
III,junior,70.0,mn,guard
III,senior,68.0,wa,guard
III,sophomore,70.0,or,forward
III,junior,61.0,pa,guard
III,sophomore,68.0,pa,guard
III,freshman,65.0,pa,guard
III,freshman,67.0,pa,forward
III,freshman,69.0,pa,guard
III,senior,72.0,pa,forward
III,freshman,70.0,pa,guard
III,senior,65.0,pa,guard
III,freshman,66.0,pa,guard
III,senior,68.0,pa,guard
III,senior,66.0,pa,guard
III,freshman,67.0,pa,forward
III,freshman,73.0,pa,forward
III,freshman,75.0,tx,forward
III,freshman,69.0,ca,guard
III,freshman,72.0,ma,guard
III,senior,65.0,international,guard
III,sophomore,69.0,tx,guard
III,junior,69.0,va,guard
III,junior,69.0,md,guard
III,freshman,69.0,ca,guard
III,senior,73.0,nj,forward
III,sophomore,68.0,ca,guard
III,sophomore,69.0,ca,guard
III,freshman,70.0,or,guard
III,freshman,72.0,ma,forward
III,junior,68.0,ca,guard
III,junior,70.0,il,forward
III,freshman,69.0,ma,guard
II,freshman,66.0,ny,guard
II,freshman,72.0,va,forward
II,graduate student,64.0,nc,guard
II,junior,65.0,md,guard
II,junior,70.0,ga,guard
II,junior,64.0,nc,guard
II,freshman,69.0,international,guard
II,sophomore,70.0,nc,guard
II,freshman,67.0,tn,guard
II,senior,68.0,other,guard
II,sophomore,68.0,nc,guard
II,junior,67.0,international,guard
II,senior,73.0,nc,forward
II,junior,72.0,nc,forward
II,sophomore,73.0,other,forward
II,sophomore,68.0,other,guard
II,junior,72.0,other,forward
II,junior,72.0,other,forward
II,sophomore,67.0,other,guard
II,sophomore,68.0,ut,guard
II,junior,73.0,other,forward
II,sophomore,69.0,other,guard
II,sophomore,68.0,wa,guard
II,sophomore,65.0,other,guard
II,junior,66.0,or,guard
II,freshman,70.0,wa,forward
III,sophomore,68.0,wi,guard
III,freshman,70.0,wi,guard
III,graduate student,68.0,wi,guard
III,senior,68.0,wi,guard
III,senior,68.0,wi,guard
III,junior,76.0,wi,forward
III,senior,69.0,wi,guard
III,junior,70.0,wi,forward
III,junior,67.0,wi,guard
III,freshman,71.0,il,guard
III,sophomore,69.0,wi,guard
III,sophomore,69.0,wi,guard
III,senior,69.0,il,guard
III,freshman,68.0,wi,guard
III,freshman,70.0,wi,forward
III,sophomore,75.0,in,forward
III,sophomore,66.0,tx,guard
III,freshman,65.0,tx,guard
III,junior,63.0,tx,guard
III,sophomore,70.0,tx,guard
III,sophomore,68.0,tx,guard
III,freshman,62.0,tx,guard
III,junior,65.0,tx,guard
III,freshman,65.0,tx,guard
III,senior,64.0,tx,guard
III,freshman,70.0,tx,other
III,freshman,67.0,or,guard
III,junior,67.0,tx,guard
III,junior,67.0,tx,guard
III,freshman,67.0,tx,guard
III,freshman,68.0,tx,guard
III,freshman,72.0,tx,other
III,junior,75.0,tx,forward
III,junior,72.0,tx,forward
III,freshman,71.0,tx,forward
III,sophomore,72.0,tx,forward
III,freshman,70.0,tx,other
III,sophomore,64.0,tx,guard
III,freshman,73.0,tx,other
III,freshman,65.0,tx,guard
III,freshman,73.0,tx,forward
III,freshman,72.0,tx,forward
III,sophomore,74.0,tx,forward
III,freshman,70.0,tx,other
III,freshman,68.0,tx,guard
III,junior,69.0,tx,guard
III,freshman,66.0,tx,guard
III,junior,70.0,tx,forward
III,freshman,68.0,tx,guard
III,junior,72.0,ne,forward
III,junior,64.0,nj,guard
III,freshman,66.0,other,guard
III,freshman,62.0,nj,guard
III,freshman,68.0,other,guard
III,senior,69.0,pa,guard
III,junior,62.0,nj,guard
III,freshman,66.0,pa,guard
III,junior,68.0,pa,forward
III,junior,70.0,nj,forward
III,junior,69.0,pa,forward
III,sophomore,72.0,nj,guard
III,junior,65.0,pa,guard
III,junior,72.0,ca,forward
III,freshman,69.0,ny,guard
III,freshman,69.0,pa,guard
III,junior,72.0,nc,forward
III,sophomore,72.0,nc,forward
III,senior,68.0,in,guard
III,junior,71.0,mi,guard
III,freshman,67.0,nc,guard
III,sophomore,69.0,il,guard
III,senior,71.0,pa,guard
III,sophomore,70.0,nc,guard
III,freshman,69.0,oh,guard
III,junior,68.0,co,guard
III,senior,68.0,mi,guard
III,freshman,63.0,mi,guard
III,freshman,71.0,mi,forward
III,junior,69.0,mi,guard
III,senior,68.0,mi,guard
III,junior,65.0,mi,guard
III,fifth year,63.0,mi,guard
III,senior,70.0,mi,guard
III,senior,70.0,mi,guard
III,senior,71.0,mi,forward
III,sophomore,66.0,mi,guard
III,senior,67.0,mi,guard
III,junior,72.0,mi,guard
III,senior,66.0,oh,guard
III,sophomore,73.0,mi,center
III,junior,75.0,mi,center
III,freshman,68.0,mi,guard
III,freshman,68.0,mi,guard
III,freshman,67.0,mi,guard
III,freshman,66.0,mi,guard
III,sophomore,71.0,mi,guard
III,sophomore,68.0,mi,guard
III,freshman,68.0,mi,guard
II,junior,71.0,al,guard
II,junior,66.0,al,guard
II,senior,64.0,al,guard
II,freshman,65.0,ky,guard
II,senior,73.0,al,forward
II,junior,71.0,al,forward
II,junior,68.0,al,guard
II,senior,70.0,al,forward
II,senior,68.0,al,guard
II,freshman,68.0,al,guard
II,freshman,72.0,tn,forward
II,senior,69.0,al,guard
II,freshman,71.0,international,guard
III,freshman,69.0,pa,forward
III,freshman,64.0,pa,guard
III,junior,66.0,pa,guard
III,sophomore,70.0,ny,guard
III,sophomore,67.0,pa,guard
III,senior,69.0,pa,guard
III,freshman,73.0,oh,forward
III,freshman,68.0,pa,guard
III,freshman,74.0,pa,forward
III,junior,68.0,wa,guard
III,sophomore,68.0,ny,guard
III,senior,68.0,wi,guard
III,junior,72.0,pa,forward
III,senior,74.0,pa,center
II,junior,68.0,mn,guard
II,freshman,69.0,other,guard
II,freshman,67.0,other,guard
II,freshman,68.0,mn,guard
II,freshman,66.0,mn,guard
II,sophomore,67.0,wi,guard
II,freshman,68.0,wi,guard
II,freshman,74.0,other,forward
II,junior,72.0,wa,forward
II,freshman,74.0,co,forward
II,senior,72.0,mn,center
II,freshman,72.0,mn,forward
II,freshman,68.0,wi,guard
II,sophomore,71.0,mn,forward
II,sophomore,71.0,mn,forward
II,freshman,65.0,nc,guard
II,sophomore,70.0,nc,guard
II,junior,66.0,nc,guard
II,junior,73.0,nj,forward
II,freshman,63.0,other,guard
II,sophomore,66.0,ga,guard
II,senior,65.0,nc,guard
II,senior,67.0,nc,guard
II,senior,71.0,va,forward
II,freshman,72.0,nc,forward
II,freshman,62.0,other,guard
II,sophomore,69.0,nc,guard
II,sophomore,73.0,other,forward
II,sophomore,66.0,nc,guard
II,sophomore,72.0,nc,guard
II,junior,70.0,in,guard
II,freshman,64.0,nc,guard
III,freshman,74.0,nj,forward
III,senior,68.0,nj,guard
III,freshman,73.0,nj,forward
III,freshman,62.0,nj,guard
III,sophomore,66.0,nj,guard
III,freshman,67.0,nj,guard
III,sophomore,67.0,nj,guard
III,junior,68.0,nj,guard
III,junior,66.0,nj,guard
III,sophomore,68.0,nj,guard
III,freshman,67.0,nj,guard
III,freshman,66.0,nj,guard
III,sophomore,64.0,nj,guard
III,freshman,73.0,nj,forward
III,sophomore,68.0,nj,guard
III,freshman,72.0,nj,guard
III,sophomore,62.0,nj,guard
III,freshman,62.0,nj,guard
III,sophomore,67.0,pa,guard
III,freshman,66.0,pa,guard
III,junior,69.0,other,guard
III,sophomore,69.0,pa,forward
III,sophomore,69.0,pa,guard
III,graduate student,67.0,nj,guard
III,freshman,66.0,pa,guard
III,senior,69.0,other,guard
III,junior,65.0,nj,guard
III,junior,67.0,pa,forward
II,freshman,66.0,nc,guard
II,senior,67.0,international,guard
II,sophomore,70.0,sc,guard
II,junior,67.0,ia,guard
II,sophomore,67.0,international,guard
II,freshman,68.0,ga,guard
II,freshman,65.0,sc,guard
